@relation ClassificationProblem

@attribute leda.features.LabelSimilarity_JaroWinkler numeric
@attribute leda.features.LabelSimilarity_Levenshtein numeric
@attribute leda.features.LabelSimilarity_QGrams numeric
@attribute leda.features.WordNet_Hyponymy numeric
@attribute leda.features.wordnet.WordNet_Similarity_PatwardhanPetersen_1 numeric
@attribute leda.features.wordnet.WordNet_Similarity_JiangConrath numeric
@attribute leda.features.wordnet.WordNet_Similarity_LeacockChodorow numeric
@attribute leda.features.wordnet.WordNet_Similarity_Lesk numeric
@attribute leda.features.wordnet.WordNet_Similarity_Lin numeric
@attribute leda.features.wordnet.WordNet_Similarity_Path numeric
@attribute leda.features.wordnet.WordNet_Similarity_Resnik numeric
@attribute leda.features.wordnet.WordNet_Similarity_WuPalmer numeric
@attribute leda.features.Ontology_Subsumption numeric
@attribute leda.features.Ontology_Similarity numeric
@attribute leda.features.Ontology_ObjectProperties numeric
@attribute leda.features.TaxonomicOverlap_Subclasses numeric
@attribute leda.features.TaxonomicOverlap_Instances numeric
@attribute leda.features.BTaxonomicOverlap_Subclasses numeric
@attribute leda.features.BTaxonomicOverlap_Instances numeric
@attribute leda.features.BOntology_Subsumption numeric
@attribute leda.features.BOntology_Similarity numeric
@attribute leda.features.Document_Similarity numeric
@attribute Name string
@attribute Class {+,-}

@data
0,8,0,1,0.218318,0.055656,1.203973,200,?,0.083333,?,0.266667,0,0.2,0,0,?,0,0,0,?,0.003575,Software__Drug,+
0.494444,9,0,0,?,?,?,?,?,?,?,?,0,0.2,0.021459,0,?,0,?,0,?,?,AdultActor__RadioStation,+
0.345238,7,0,1,0.117724,0.156984,2.302585,119,0.628159,0.25,5.380559,0.842105,0,0.2,0.013514,0,?,0,?,0,?,0.001443,Hospital__Theatre,+
0.569444,7,0,1,0.072835,?,1.742969,76,?,0.142857,1.906465,0.625,0,0.2,0.025714,0,?,0,?,0,?,0.00107,Criminal__Astronaut,-
0.4375,15,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.001708,Moss__BasketballPlayer,+
0,10,0,1,0.042622,0.066613,1.290984,18,0.154419,0.090909,1.370741,0.5,0,0.2,0.014085,0,?,0,?,0,?,0.003227,Ambassador__Hotel,+
0.436508,6,0.117647,1,0.175118,0.072129,1.491655,97,0.165095,0.111111,1.370741,0.555556,0,0.2,0.013514,0,?,0,?,0,?,?,Bridge__Athlete,+
0.40404,20,0,1,?,?,?,?,?,?,?,?,0,0.2,0.032258,0,?,0,?,0,?,0.00184,Valley__EducationalInstitution,+
0,17,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.001218,BiologicalDatabase__Award,+
0.472222,5,0.142857,1,0.394485,0.089401,1.491655,232,0.172979,0.111111,1.169783,0.5,0,0.2,0.013333,0,?,0,?,0,?,0.002485,City__Valley,+
0.549242,8,0.086957,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.001753,Database__RailwayLine,+
0.544445,11,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,MusicGenre__ComicsCharacter,+
0,10,0,1,?,?,?,?,?,?,?,?,0,0.2,0.040541,0,?,0,?,0,?,?,Band__SoccerClub,+
0.444444,11,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,SoccerLeague__Moss,+
0.514286,13,0,1,0.235045,?,1.609438,89,?,0.125,2.396978,0.5,0,0.2,0,0,?,0,?,0,?,?,Event__Infrastructure,+
0.584596,12,0,1,?,?,?,?,?,?,?,?,0,0.2,0.025126,0,?,0,?,0,?,0.030182,GovernmentAgency__Congressman,+
0.402778,11,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,SoccerLeague__Activity,+
0,12,0,0,?,?,?,?,?,?,?,?,0,0.2,0.013575,0,?,0,?,0,?,0.002994,ProtectedArea__MusicalArtist,+
0.470238,14,0,1,?,?,?,?,?,?,?,?,0,0.2,0.043478,0,?,0,?,0,?,0.006449,BroadcastNetwork__Company,+
0,24,0.046512,1,?,?,?,?,?,?,?,?,0,0.2,0.028329,0,?,0,?,0,?,?,AustralianRulesFootballPlayer__Journalist,-
0.422619,7,0,1,0.07207,0.068005,1.203973,29,0.095724,0.083333,0.778298,0.333333,0,0.2,0,0,?,0,?,0,?,?,Musical__Beverage,+
0,11,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Database__MilitaryPerson,+
0.469697,20,0,1,?,?,?,?,?,?,?,?,0,0.2,0.014563,0,?,0,?,0,?,0.001599,ArchitecturalStructure__Congressman,+
0,16,0,0,?,?,?,?,?,?,?,?,0,0.2,0.014493,0,?,0,?,0,0.222222,?,WorldHeritageSite__GaelicGamesPlayer,+
0.61039,8,0.090909,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,RugbyPlayer__Reptile,+
0.438131,10,0,1,0.020922,0.058972,1.12393,8,?,0.076923,?,0.25,0,0.2,0,0,?,0,?,0,?,0.000764,Congressman__Database,+
0.604545,8,0.105263,1,?,?,?,?,?,?,?,?,0,0.2,0.017544,0,?,0,?,0,?,0.002818,Lake__LunarCrater,+
0.511111,10,0,1,?,?,?,?,?,?,?,?,0,0.2,0.035294,0,?,0,?,0,0.111111,?,School__GolfLeague,+
0.415152,19,0,1,?,?,?,?,?,?,?,?,0,0.2,0.027778,0,?,0,?,0,?,?,MotorcycleRacingLeague__River,+
0.441667,7,0,1,0.158471,?,1.049822,55,?,0.071429,0.615314,0.315789,0,0.2,0,0,?,0,?,0,?,0.00159,Cycad__Beverage,+
0,8,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,0,0,0.222222,0.000765,VideoGame__Moss,+
0.430556,15,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.004597,SpaceMission__GovernmentAgency,+
0.366667,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,WineRegion__PeriodicalLiterature,+
0.424145,11,0,1,?,?,?,?,?,?,?,?,0,0.2,0.017467,0,?,0,?,0,?,0.000505,Mountain__ComicsCreator,+
0.447619,13,0,1,0.125284,?,1.491655,50,?,0.111111,2.396978,0.5,0,0.2,0,0,?,0,?,0,?,?,Convention__Infrastructure,+
0.440476,11,0.090909,1,?,?,?,?,?,?,?,?,0,0.2,0.035714,0,?,0,?,0,?,?,SpeedwayLeague__Lake,+
0.42906,14,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.003326,MountainRange__ResearchProject,+
0.433333,10,0,1,0.141051,0.092813,1.742969,74,0.395526,0.142857,3.891991,0.666667,0,0.2,0,0,?,0,0,0,0.111111,?,University__Newspaper,+
0.511111,8,0,1,0.246704,0.083343,1.742969,129,0.389558,0.142857,4.098781,0.608696,0,0.2,0,0,?,0,0,0,?,?,Settlement__Device,+
0.303571,14,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Protein__BasketballLeague,+
0.397222,13,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Language__IceHockeyPlayer,+
0,9,0,1,0.198416,0.065985,0.798508,92,?,0.055556,?,0.190476,0,0.2,0,0,?,0,?,0,?,0.003217,Holiday__Automobile,+
0.427778,12,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Event__NaturalPlace,+
0.1,7,0.111111,1,0.121208,0.067534,2.302585,67,0.251798,0.25,8.719543,0.842105,0,0.2,0,0,?,0,?,0,?,?,Museum__Magazine,+
0.410101,31,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,WomensTennisAssociationTournament__Place,+
0.531373,13,0,0,?,?,?,?,?,?,?,?,0,0.2,0.013274,0,?,0,?,0,?,?,GolfPlayer__WorldHeritageSite,+
0,10,0,1,?,?,?,?,?,?,?,?,0,0.2,0.030172,0,?,0,?,0,?,0.002236,HockeyTeam__Artist,+
0.445221,12,0,1,?,?,?,?,?,?,?,?,0,0.2,0.025,0,?,0,?,0,?,?,Philosopher__CricketLeague,+
0.422222,14,0,1,?,?,?,?,?,?,?,?,0,0.2,0.028169,0,?,0,?,0,?,?,IceHockeyPlayer__Judge,-
0,15,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.000177,Bacteria__TelevisionStation,+
0,20,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.001661,CanadianFootballLeague__Album,+
0.697778,8,0.166667,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.002108,SportsTeam__Spacecraft,+
0.502645,8,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Archaea__GrandPrix,+
0.584848,9,0.08,1,0.223178,0.077416,1.742969,42,0.227907,0.142857,1.906465,0.625,0,0.2,0.025937,0,?,0,?,0,?,0.0042,Philosopher__Chancellor,-
0,18,0.054054,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.001706,MusicalWork__AmericanFootballLeague,+
0.455556,5,0,1,0.287484,0.059261,2.079442,34,0.139757,0.2,5.903279,0.818182,0,0.2,0,0,?,0,?,0,?,0.002179,Grape__Rocket,+
0.402778,16,0,1,?,?,?,?,?,?,?,?,0,0.2,0.025,0,?,0,?,0,?,?,Governor__InlineHockeyLeague,+
0.466667,4,0.142857,1,0.639915,0.216131,2.079442,101,0.493544,0.2,2.254436,0.714286,0,0.2,0,0,?,0,?,0,?,?,Event__Sport,+
0.401709,25,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Animal__EurovisionSongContestEntry,+
0,17,0,1,?,?,?,?,?,?,?,?,0,0.2,0.014019,0,?,0,?,0,0.166667,0.001509,Mayor__PublicTransitSystem,+
0.589744,10,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,CricketLeague__MusicFestival,+
0.616667,7,0.117647,1,0.230585,0.082675,1.203973,216,0.184774,0.083333,1.370741,0.47619,0,0.2,0,0,?,0,?,0,?,0.001006,Scientist__Ship,+
0.494872,11,0,0,?,?,?,?,?,?,?,?,0,0.2,0.026385,0,?,0,?,0,?,?,MartialArtist__AdultActor,-
0.45,13,0,0,?,?,?,?,?,?,?,?,0,0.2,0.044053,0,?,0,?,0,?,?,MilitaryUnit__BadmintonPlayer,+
0.535014,13,0.071429,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,0.277778,0.001328,ChemicalSubstance__Village,+
0.433333,9,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.002523,SportsTeam__Award,+
0.480556,15,0,0,?,?,?,?,?,?,?,?,0,0.2,0.06,0,?,0,?,0,?,?,IceHockeyLeague__GovernmentAgency,+
0,12,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.001535,Lighthouse__MusicFestival,+
0.490079,6,0,1,0.160336,0.075031,1.491655,48,0.30671,0.111111,2.948102,0.5,0,0.2,0,0,?,0,?,0,?,?,Cardinal__Holiday,+
0.471678,15,0.051282,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.001728,BiologicalDatabase__WorldHeritageSite,+
0.520022,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0.046875,0,?,0,?,0,?,?,WaterwayTunnel__MotorcycleRacingLeague,+
0.1,17,0.108108,1,?,?,?,?,?,?,?,?,0,0.2,0.024631,0,?,0,?,0,?,0.001732,Astronaut__AustralianFootballLeague,+
0.422222,9,0,1,0.02884,0.055771,1.290984,9,0.169198,0.090909,1.825838,0.583333,0,0.2,0,0,?,0,?,0,?,0.00612,Ginkgo__Ambassador,+
0.412037,9,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.003139,LegalCase__Governor,+
0,7,0,1,0.129038,0.066715,0.916291,90,?,0.0625,?,0.210526,0,0.2,0,0,?,0,?,0,?,0.002438,Ship__Election,+
0,10,0,1,?,?,?,?,?,?,?,?,0,0.2,0.007353,0,?,0,?,0,?,0.001427,WrittenWork__Town,+
0,14,0.064516,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,FieldHockeyLeague__Locomotive,+
0,9,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.000727,Gnetophytes__VideoGame,+
0,13,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,WineRegion__FootballMatch,+
0.454545,13,0,0,?,?,?,?,?,?,?,?,0,0.2,0.037736,0,?,0,?,0,?,?,VolleyballLeague__BodyOfWater,+
0,21,0,1,?,?,?,?,?,?,?,?,0,0.2,0.05,0,?,0,?,0,?,?,MotorcycleRacingLeague__Airport,+
0.511905,7,0,1,0.094428,?,1.12393,27,?,0.076923,1.370741,0.454545,0,0.2,0.024038,0,?,0,0,0,?,0.001208,Comedian__Website,+
0.472222,5,0,1,0.323961,0.081103,1.742969,124,0.112093,0.142857,1.779597,0.5,0,0.2,0,0,?,0,?,0,?,0.002607,Colour__Film,+
0.555672,13,0.114286,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.000629,PopulatedPlace__ChemicalSubstance,+
0.434615,22,0.05,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Restaurant__EurovisionSongContestEntry,+
0,12,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.003031,Award__SnookerPlayer,+
0.531482,8,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,VideoGame__WineRegion,+
0.441667,7,0,1,0.167391,0.129656,1.89712,96,0.505417,0.166667,3.94082,0.736842,0,0.2,0.021739,0,?,0,0,0,0.111111,0.001452,Plant__Hospital,+
0,9,0,1,0.064719,0.058736,1.12393,12,0.13869,0.076923,1.370741,0.454545,0,0.2,0,0,?,0,?,0,?,?,Newspaper__Ginkgo,+
0.540741,7,0.222222,1,0.227645,0.089206,1.609438,164,0.172668,0.125,1.169783,0.533333,0,0.2,0.00813,0,?,0,0,0,?,0.001616,Plant__Continent,+
0.514006,13,0,0,?,?,?,?,?,?,?,?,0,0.2,0.028169,0,?,0,?,0,?,?,MilitaryPerson__GaelicGamesPlayer,-
0.511111,13,0,1,?,?,?,?,?,?,?,?,0,0.2,0.028011,0,?,0,?,0,?,?,FormulaOneRacer__Model,-
0.603571,9,0.086957,1,?,?,?,?,?,?,?,?,0,0.2,0.017857,0,?,0,?,0,?,0.001933,Stadium__SpaceMission,+
0.601191,6,0,1,0.151645,?,1.386294,37,?,0.1,2.491596,0.571429,0,0.2,0,0,?,0.039819,0.057377,1,?,0.001447,Website__Hospital,+
0,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,SportsEvent__EducationalInstitution,+
0.454212,23,0,1,?,?,?,?,?,?,?,?,0,0.2,0.025381,0,?,0,?,0,?,?,EurovisionSongContestEntry__Cyclist,+
0.40873,11,0,1,?,?,?,?,?,?,?,?,0,0.2,0.014151,0,?,0,?,0,?,?,CollegeCoach__Station,+
0.533333,18,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.0034,Food__PeriodicalLiterature,+
0.412698,14,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,0.222222,0.000872,BasketballTeam__Fungus,+
0.34127,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,TelevisionShow__MixedMartialArtsEvent,+
0,14,0.333333,0,?,?,?,?,?,?,?,?,0,0.2,0.026385,0,?,0,?,0,?,?,GolfPlayer__AmericanFootballPlayer,-
0.434343,36,0.1,0,?,?,?,?,?,?,?,?,0,0.2,0.013825,0,?,0,?,0,?,?,NationalCollegiateAthleticAssociationAthlete__PowerStation,+
0.40312,25,0,1,?,?,?,?,?,?,?,?,0,0.2,0.027778,0,?,0,?,0,?,?,Cyclist__AustralianRulesFootballPlayer,-
0.511111,9,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.003715,SportsTeam__Muscle,+
0.524242,9,0,1,?,?,?,?,?,?,?,?,0,0.2,0.072816,0,?,0,?,0,?,0.001712,PokerPlayer__University,+
0,7,0,1,0.190646,0.088256,1.609438,64,0.171143,0.125,1.169783,0.533333,0,0.2,0,0,?,0,?,0,?,0.002141,Animal__Mountain,+
0.504762,13,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Embryology__WrestlingEvent,+
0.628571,7,0.1,1,?,?,?,?,?,?,?,?,0,0.2,0.015,0,?,0,?,0,?,0.001654,SkiArea__Scientist,+
0.417711,17,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,0.166667,?,Protein__AnatomicalStructure,+
0.464286,6,0,1,0.144958,0.069162,0.980829,31,0.159387,0.066667,1.370741,0.416667,0,0.2,0,0,?,0,?,0,?,0.001459,Ship__Cyclist,+
0.583333,6,0,1,0.247214,0.080647,1.89712,137,0.111534,0.166667,0.778298,0.545455,0,0.2,0,0,?,0,0,0,?,?,Language__Band,+
0,19,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,MeanOfTransportation__City,+
0.45,9,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Fish__WineRegion,+
0.378788,20,0,1,?,?,?,?,?,?,?,?,0,0.2,0.062201,0,?,0,?,0,?,0.001442,Cricketer__EducationalInstitution,+
0.436508,7,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.001652,Mammal__SkiArea,+
0,10,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,RugbyPlayer__Bone,+
0.430556,8,0,1,0.080577,0.079238,1.89712,65,0.232028,0.166667,1.906465,0.666667,0,0.2,0.024725,0,?,0.005071,0.02459,1,0.111111,0.001272,Artist__Governor,-
0.488889,13,0,1,?,?,?,?,?,?,?,?,0,0.2,0.026936,0,?,0,?,0,?,0.001513,PlayboyPlaymate__Island,+
0.513072,15,0,0,?,?,?,?,?,?,?,?,0,0.2,0.035897,0,?,0,?,0,?,?,TelevisionEpisode__GaelicGamesPlayer,+
0.476923,13,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,MusicFestival__IceHockeyLeague,+
0,10,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.002516,TradeUnion__Holiday,+
0.506736,15,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.00183,ProgrammingLanguage__GovernmentAgency,+
0.894444,5,0.428571,0,?,?,?,?,?,?,?,?,0,0.2,0.024155,0,?,0,?,0,?,?,TennisLeague__TennisPlayer,+
0.436508,7,0,1,0.136291,0.074356,1.203973,67,0.148183,0.083333,1.169783,0.421053,0,0.2,0,0,?,0,?,0,?,0.000926,Weapon__Village,+
0.4375,15,0,1,?,?,?,?,?,?,?,?,0,0.2,0.013158,0,?,0,?,0,?,0.001662,Road__BasketballPlayer,+
0,14,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Game__ChristianBishop,+
0.630952,8,0.125,0,?,?,?,?,?,?,?,?,0,0.2,0.024038,0,?,0,?,0,?,?,HandballLeague__BaseballPlayer,+
0,12,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.002057,ResearchProject__LegalCase,+
0.430556,7,0,1,0.082762,0.055523,1.386294,35,0.126124,0.1,1.370741,0.526316,0,0.2,0,0,?,0,?,0,?,0.001031,Tunnel__Bacteria,+
0,10,0.086957,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.002674,RoadJunction__Protein,+
0.557071,10,0,1,?,?,?,?,?,?,?,?,0,0.2,0.023474,0,?,0,?,0,?,0.002107,Legislature__SoccerPlayer,+
0.453704,8,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,0,0,?,?,VideoGame__Band,+
0.67,7,0.105263,1,0.21294,0.1021,2.079442,185,0.271581,0.2,1.906465,0.777778,0,0.2,0,0,?,0,?,0,?,0.003138,Plant__Politician,+
0.448485,15,0.057143,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,MeanOfTransportation__Congressman,+
0,16,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,University__MeanOfTransportation,+
0,7,0.090909,1,0.103638,0.191115,2.079442,57,0.67546,0.2,5.445097,0.75,0,0.2,0.02,0,?,0,?,0,0.166667,0.001908,Village__Legislature,+
0,5,0.133333,1,0.111128,0.05622,1.609438,71,0.116241,0.125,1.169783,0.533333,0,0.2,0.013699,0,?,0,?,0,?,0.002459,Cave__Village,+
0.390152,21,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,ClubMoss__GridironFootballPlayer,+
0.539683,6,0,1,0.196684,0.086667,1.609438,84,0.168582,0.125,1.169783,0.470588,0,0.2,0.005714,0,?,0,?,0,?,0.00109,Country__Rocket,+
0.333333,10,0.090909,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.002185,FilmFestival__Tunnel,+
0.633182,17,0.043478,0,?,?,?,?,?,?,?,?,0,0.2,0.014286,0,?,0,?,0,?,0.000737,AmericanFootballLeague__AdministrativeRegion,+
0.569444,14,0,0,?,?,?,?,?,?,?,?,0,0.2,0.083333,0,?,0,?,0,?,0.001512,SpaceMission__MilitaryConflict,+
0,14,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Weapon__VideogamesLeague,+
0.46645,11,0,0,?,?,?,?,?,?,?,?,0,0.2,0.030769,0,?,0,?,0,?,0.00163,PoliticalParty__BodyOfWater,+
0.505882,16,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Brain__GaelicGamesPlayer,+
0,10,0.083333,1,?,?,?,?,?,?,?,?,0,0.2,0.034884,0,?,0,0,0,?,?,MilitaryUnit__Hospital,+
0.492424,10,0,1,?,?,?,?,?,?,?,?,0,0.2,0.023474,0,?,0,?,0,?,0.008541,RecordLabel__Congressman,+
0,5,0.142857,1,0.232347,0.090856,1.203973,182,0.175301,0.083333,1.370741,0.47619,0,0.2,0,0,?,0,?,0,?,0.002296,Town__Weapon,+
0.385185,17,0,1,?,?,?,?,?,?,?,?,0,0.2,0.014151,0,?,0,?,0,0.222222,0.003307,Lighthouse__MemberOfParliament,+
0.395238,5,0.125,1,0.064793,0.058487,1.290984,75,0.138185,0.090909,2.491596,0.545455,0,0.2,0.02,0,?,0,?,0,?,0.001712,Grape__Theatre,+
0.410256,12,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,OlympicResult__LegalCase,+
0.418519,16,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.00271,Cycad__FictionalCharacter,+
0.1,22,0.060606,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.005005,AustralianFootballLeague__Award,+
0,7,0.117647,1,0.15907,0.071158,1.203973,92,0.163235,0.083333,1.370741,0.47619,0,0.2,0,0,?,0,?,0,?,0.001447,Saint__Aircraft,+
0.449074,14,0,1,?,?,?,?,?,?,?,?,0,0.2,0.013158,0,?,0,?,0,0.222222,?,LaunchPad__HistoricBuilding,+
0.467677,35,0.068966,1,?,?,?,?,?,?,?,?,0,0.2,0.028249,0,?,0,?,0,?,?,Politician__NationalCollegiateAthleticAssociationAthlete,-
0.50505,10,0,1,0.097414,0.079408,1.742969,26,0.23241,0.142857,1.906465,0.625,0,0.2,0.024658,0,?,0,?,0,?,0.005507,Congressman__Writer,-
0.511111,9,0,1,0.060265,0.06759,1.290984,19,0.156329,0.090909,1.825838,0.583333,0,0.2,0,0,?,0,?,0,?,0.002617,Rocket__Chancellor,+
0.44697,18,0,1,?,?,?,?,?,?,?,?,0,0.2,0.013699,0,?,0,?,0,?,?,AmericanFootballPlayer__Hospital,+
0.509402,12,0.0625,0,?,?,?,?,?,?,?,?,0,0.2,0.018779,0,?,0,?,0,?,?,HistoricPlace__ChristianBishop,+
0.422222,14,0,1,?,?,?,?,?,?,?,?,0,0.2,0.005291,0,?,0,?,0,?,?,Sport__IceHockeyPlayer,+
0.566667,8,0,1,0.121156,?,2.079442,78,?,0.2,5.932183,0.8,0,0.2,0,0,?,0,?,0,?,0.001527,Game__Spacecraft,+
0,4,0,1,0.253399,0.0872,1.203973,844,0.096911,0.083333,0.778298,0.352941,0,0.2,0,0,?,0,?,0,?,0.000661,City__Bone,+
0.309524,12,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,0,0,?,?,Disease__WrestlingEvent,+
0.547273,19,0.064516,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.003138,Award__ArchitecturalStructure,+
0,5,0,1,0.090042,?,1.12393,26,?,0.076923,0.615314,0.333333,0,0.2,0,0,?,0,?,0,?,0.001903,Moss__Lymph,+
0.605714,5,0.125,1,0.084646,0.066152,1.386294,23,0.153513,0.1,1.370741,0.526316,0,0.2,0.030303,0,?,0,?,0,?,?,Album__Athlete,+
0,16,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.004066,FictionalCharacter__Award,+
0.522222,14,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,BadmintonPlayer__SpaceStation,+
0.466667,14,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Spacecraft__BasketballLeague,+
0,6,0,1,0.19498,0.075182,1.386294,115,0.084686,0.1,1.370741,0.470588,0,0.2,0,0,?,0,?,0,0.166667,0.002519,Mammal__Vein,+
0,10,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.001799,Election__MusicalArtist,+
0,14,0,1,?,?,?,?,?,?,?,?,0,0.2,0.044776,0,?,0,?,0,?,0.001149,Airport__TelevisionStation,+
0.5,10,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Insect__SnookerChamp,+
0,9,0,1,0.096169,?,1.491655,57,?,0.111111,1.169783,0.5,0,0.2,0.026316,0,?,0,?,0,?,0.003303,Island__Cricketer,+
0.422222,14,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.001947,PlayboyPlaymate__Award,+
0.489989,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0.047619,0,?,0,?,0,?,?,HistoricBuilding__MixedMartialArtsLeague,+
0.511905,7,0,1,0.146578,0.064573,0.855666,61,?,0.058824,?,0.2,0,0.2,0,0,?,0,?,0,?,0.003255,Aircraft__Holiday,+
0.44697,18,0.058824,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,MotorcycleRacingLeague__Database,+
0.502645,8,0,1,?,?,?,?,?,?,?,?,0,0.2,0.014599,0,?,0,?,0,?,0.00425,Continent__SkiArea,+
0,8,0,1,0.087701,0.0579,1.386294,17,0.082676,0.1,0.778298,0.4,0,0.2,0,0,?,0,?,0,?,?,Band__Olympics,+
0,8,0,1,0.119917,0.064381,1.290984,82,0.190347,0.090909,1.825838,0.583333,0,0.2,0,0,?,0,?,0,?,0.000962,Conifer__Journalist,+
0.424145,10,0,1,?,?,?,?,?,?,?,?,0,0.2,0.022099,0,?,0,?,0,?,0.001039,Olympics__PrimeMinister,+
0.466667,19,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,CanadianFootballTeam__AutomobileEngine,+
